age,annual_income,credit_score,employment_years,loan_amount,dti_ratio,num_credit_lines,previous_default,loan_purpose,home_ownership,approved
44,51762,729,15,4325,0.73,1,1,business,rent,0
65,101871,626,20,9699,0.68,13,0,business,rent,0
39,53129,751,14,4745,0.06,4,0,education,mortgage,1
25,20000,791,29,46076,0.7,7,0,business,own,1
52,20000,742,4,45837,0.07,1,1,home_improvement,mortgage,0
64,60850,662,12,31794,0.39,12,1,other,mortgage,0
21,75344,691,21,25544,0.1,8,0,debt_consolidation,mortgage,1
43,69386,558,19,22198,0.78,14,0,other,rent,0
57,64189,669,6,14489,0.78,11,0,home_improvement,mortgage,0
28,89056,611,15,47116,0.51,2,0,other,mortgage,0
33,46510,735,6,23474,0.34,8,0,home_improvement,rent,1
28,82372,850,26,19420,0.43,11,0,medical,rent,1
43,20000,719,24,3677,0.62,13,0,education,mortgage,1
63,37376,520,21,35512,0.22,4,0,education,rent,0
21,20000,651,15,12175,0.38,8,1,other,rent,0
65,53128,689,12,44318,0.6,1,0,home_improvement,mortgage,0
44,58843,686,16,43191,0.35,12,1,education,mortgage,0
55,62852,621,8,2177,0.07,5,0,medical,rent,1
44,61547,699,11,1761,0.43,9,0,other,own,1
37,36811,580,12,38546,0.6,7,0,debt_consolidation,mortgage,0
25,55243,604,25,7458,0.78,3,0,business,mortgage,1
40,22563,731,8,21110,0.08,4,0,education,mortgage,1
41,94080,598,4,43503,0.45,10,0,home_improvement,mortgage,0
60,52409,723,6,29253,0.39,7,1,education,mortgage,0
51,47777,570,0,19317,0.23,14,0,home_improvement,mortgage,0
56,99723,821,3,29433,0.53,6,0,other,rent,1
31,28943,618,27,8179,0.17,13,0,other,rent,1
35,31860,662,25,15849,0.26,13,1,business,own,0
39,32594,706,3,5444,0.64,4,0,education,rent,1
27,58303,634,15,3964,0.4,3,0,business,rent,1
48,70790,691,4,42990,0.8,11,0,home_improvement,rent,0
63,78491,726,21,13811,0.34,2,0,medical,mortgage,1
25,124299,756,3,11067,0.4,10,0,medical,mortgage,1
25,20000,743,5,40992,0.28,12,0,debt_consolidation,rent,0
50,75218,666,25,11472,0.23,9,1,home_improvement,own,1
52,46071,668,22,16126,0.74,3,0,home_improvement,rent,1
28,45339,850,2,4101,0.61,7,0,home_improvement,mortgage,1
30,44505,755,24,27990,0.3,1,0,other,own,1
58,37280,606,7,37665,0.58,8,0,other,mortgage,0
52,102113,687,16,4678,0.77,1,1,medical,rent,0
48,81057,653,28,35611,0.11,12,0,medical,own,1
37,60579,669,17,31729,0.25,2,0,medical,rent,1
51,93775,581,17,30035,0.2,1,0,education,own,1
28,22186,647,25,16958,0.7,4,0,education,mortgage,1
60,26732,824,24,25250,0.18,2,0,medical,mortgage,1
45,20000,726,11,8083,0.28,1,0,business,rent,1
29,42514,480,24,22756,0.46,1,0,education,mortgage,1
22,64042,777,24,2466,0.52,2,1,other,rent,1
35,62571,767,0,1339,0.66,6,1,education,rent,0
23,63733,651,22,45547,0.36,2,0,education,mortgage,1
56,24723,737,30,22103,0.45,13,0,education,rent,0
24,80078,611,11,18088,0.77,13,0,debt_consolidation,rent,0
34,65990,642,10,4724,0.27,12,0,education,rent,1
61,78326,799,12,41957,0.24,12,0,business,rent,1
61,20000,658,2,22643,0.58,11,0,debt_consolidation,rent,0
45,67787,530,26,27044,0.63,13,1,other,mortgage,0
30,30305,674,24,11334,0.36,2,0,other,own,1
41,50066,673,7,34320,0.21,8,0,education,own,1
56,73359,775,2,37259,0.63,5,0,home_improvement,rent,1
32,62277,681,16,1789,0.55,14,0,debt_consolidation,own,0
47,38711,646,24,34941,0.71,8,0,other,mortgage,0
60,60156,763,12,1552,0.68,12,1,education,mortgage,0
22,21711,689,9,20806,0.2,14,0,business,mortgage,0
33,88756,619,16,37979,0.67,12,1,medical,own,0
52,54867,772,30,9823,0.18,14,0,other,mortgage,1
51,87963,695,2,32980,0.7,8,0,education,rent,1
36,46836,680,12,1860,0.63,12,0,home_improvement,rent,1
52,46910,694,21,1290,0.48,2,0,business,mortgage,1
52,40895,594,5,43417,0.53,14,0,other,rent,0
54,81904,637,13,15344,0.13,7,0,debt_consolidation,rent,1
31,42264,680,26,6870,0.08,9,1,business,mortgage,1
30,76114,664,9,34397,0.3,12,0,education,mortgage,0
35,50438,781,19,40775,0.67,8,0,other,rent,1
37,20000,697,15,17186,0.4,13,1,other,mortgage,0
60,45742,748,17,39711,0.22,9,0,home_improvement,mortgage,1
38,30522,680,12,33265,0.68,13,0,other,mortgage,0
29,60847,764,9,22016,0.22,8,1,business,own,1
45,30239,711,5,5080,0.66,4,1,other,mortgage,0
60,83149,681,9,13972,0.39,10,0,business,mortgage,1
34,57723,678,4,2760,0.4,7,0,medical,mortgage,1
45,55560,603,28,12274,0.25,9,1,medical,mortgage,0
42,76397,720,5,38476,0.73,9,0,education,own,0
50,84097,676,6,24304,0.12,4,0,debt_consolidation,own,1
40,59497,639,10,13166,0.16,7,0,debt_consolidation,mortgage,1
41,40719,768,15,4398,0.53,6,0,home_improvement,rent,1
64,20000,579,24,31625,0.69,12,0,education,rent,0
52,42848,646,11,48698,0.12,12,0,debt_consolidation,mortgage,0
41,44569,762,11,11515,0.6,3,0,other,rent,1
55,62676,705,29,15705,0.61,10,1,business,own,1
52,51371,676,22,37329,0.49,6,0,education,rent,1
50,77198,700,19,11607,0.42,8,0,business,mortgage,1
59,44675,694,25,31006,0.29,2,0,home_improvement,mortgage,1
32,58573,558,4,14018,0.31,12,0,other,mortgage,0
61,89599,652,15,10816,0.56,3,0,education,rent,1
38,68545,809,30,21494,0.1,8,0,other,mortgage,1
41,58499,627,28,22237,0.49,4,1,other,rent,0
33,44951,654,5,7831,0.26,4,1,other,own,0
41,44169,636,28,41963,0.4,2,0,home_improvement,own,1
28,38734,673,8,31541,0.47,11,0,medical,mortgage,0
60,46474,633,4,4447,0.71,10,0,home_improvement,rent,0
27,78891,718,20,47448,0.48,12,0,other,mortgage,0
43,54452,695,22,6584,0.22,13,1,medical,rent,0
64,26255,741,15,28156,0.11,1,0,education,rent,1
52,104204,595,17,37559,0.52,7,0,business,mortgage,1
31,67999,652,18,22465,0.46,14,0,business,own,0
42,24826,661,11,43120,0.55,4,0,business,mortgage,0
42,48953,716,1,18217,0.39,6,0,home_improvement,rent,1
63,62772,616,25,48466,0.67,8,1,education,mortgage,0
45,102614,753,9,11190,0.74,11,0,education,mortgage,1
42,32297,774,11,6335,0.08,7,0,medical,own,1
48,84401,600,13,7260,0.61,13,0,education,own,0
49,94987,640,17,26778,0.08,14,0,business,mortgage,1
33,44283,637,18,16605,0.38,7,0,education,mortgage,1
38,53062,850,5,19559,0.4,6,1,medical,own,0
22,34092,645,4,43341,0.57,11,0,education,mortgage,0
49,54913,814,26,21557,0.31,4,0,education,mortgage,1
41,59085,578,30,36556,0.67,4,0,business,rent,1
35,76491,600,15,44781,0.31,9,0,education,own,1
47,87254,625,13,46137,0.31,11,0,home_improvement,mortgage,0
51,41297,612,12,25917,0.22,5,0,medical,mortgage,0
35,20000,658,20,26937,0.56,9,0,medical,mortgage,0
43,59468,623,1,32538,0.11,11,0,medical,rent,0
44,67338,614,1,7721,0.32,12,0,education,mortgage,0
64,66235,772,11,21575,0.25,9,0,home_improvement,mortgage,1
33,51833,777,0,8312,0.22,4,0,other,rent,1
42,63118,755,18,48680,0.1,2,0,other,mortgage,1
63,97886,721,27,5616,0.19,2,0,medical,mortgage,1
57,69543,687,27,34763,0.38,9,0,debt_consolidation,rent,1
53,50665,640,26,34124,0.43,9,1,other,mortgage,0
23,47495,603,15,25761,0.25,3,0,other,mortgage,1
39,55753,709,29,2693,0.54,5,0,business,rent,1
43,100918,586,6,3590,0.3,5,0,debt_consolidation,mortgage,1
49,55417,600,26,31870,0.33,2,0,debt_consolidation,mortgage,1
50,59505,772,20,10534,0.64,2,0,medical,rent,1
59,47942,832,6,8921,0.46,10,0,debt_consolidation,rent,1
64,87474,711,15,2691,0.76,12,0,debt_consolidation,rent,0
45,108995,768,24,43042,0.32,13,0,other,rent,1
57,71265,660,5,3904,0.67,1,1,home_improvement,mortgage,0
28,62069,572,17,45155,0.6,2,0,business,rent,0
62,60919,728,0,45377,0.72,14,0,education,mortgage,0
36,20000,725,0,40705,0.77,11,1,medical,mortgage,0
28,78628,685,25,31956,0.06,7,0,other,rent,1
21,63354,660,24,19764,0.12,1,1,other,own,1
64,70708,756,13,9208,0.56,1,0,medical,own,1
25,42213,601,5,16783,0.34,9,0,debt_consolidation,own,1
23,50388,618,5,9515,0.66,13,0,education,rent,0
21,49724,599,3,3070,0.06,2,0,other,rent,1
24,85540,686,11,18314,0.66,11,0,education,rent,1
60,50531,592,29,46514,0.15,4,0,education,rent,1
55,112066,625,17,14771,0.27,11,0,medical,mortgage,1
52,70771,623,9,32240,0.78,3,0,medical,rent,0
62,28107,659,2,46612,0.09,14,1,other,rent,0
54,56786,561,2,18828,0.31,11,0,other,mortgage,0
63,43708,686,7,45996,0.11,4,0,other,rent,1
45,20000,779,21,25978,0.69,11,0,home_improvement,rent,0
30,99986,690,22,21936,0.58,14,0,medical,mortgage,1
41,77578,803,24,27082,0.65,11,1,medical,own,0
59,73330,786,0,18905,0.45,7,0,home_improvement,rent,1
47,64135,742,17,4098,0.32,10,0,medical,own,1
47,25449,685,14,28020,0.05,14,0,debt_consolidation,own,0
22,47909,681,24,19952,0.26,2,0,debt_consolidation,own,1
61,81044,741,20,11985,0.44,2,0,home_improvement,mortgage,1
33,33719,648,19,9283,0.55,9,0,other,rent,1
29,20000,529,16,47323,0.22,6,0,home_improvement,own,0
56,54322,719,24,38708,0.15,11,0,debt_consolidation,mortgage,1
42,56456,589,10,5762,0.2,7,1,education,mortgage,0
62,63389,603,12,35521,0.32,5,0,medical,mortgage,1
46,78212,680,24,6054,0.16,13,0,business,own,1
32,75940,672,19,14276,0.17,5,1,business,own,1
37,66469,567,24,6781,0.08,4,1,home_improvement,own,1
34,89888,693,9,17471,0.69,8,0,business,mortgage,1
34,22025,757,12,19025,0.21,7,0,education,mortgage,1
54,72614,589,16,36730,0.67,10,0,business,rent,0
40,75663,781,30,6413,0.38,2,0,debt_consolidation,rent,1
31,29010,555,20,8420,0.52,2,0,home_improvement,rent,1
36,22428,849,0,42510,0.11,6,0,other,rent,1
51,41351,647,19,44406,0.49,12,0,business,mortgage,0
26,43461,691,15,40678,0.27,11,0,medical,rent,0
39,78835,528,15,27527,0.12,1,0,home_improvement,rent,1
57,44636,675,27,44250,0.73,7,0,education,mortgage,0
24,38591,698,20,13029,0.5,8,0,debt_consolidation,rent,1
24,44709,673,29,42583,0.23,14,0,business,rent,0
40,87965,634,26,37525,0.36,10,0,debt_consolidation,own,1
30,60326,604,2,38564,0.32,8,0,education,own,0
44,55518,770,1,37060,0.58,3,0,other,rent,1
55,57249,682,5,4832,0.51,13,0,business,own,1
46,92301,803,10,3611,0.06,7,1,other,rent,1
57,41270,637,28,9353,0.2,1,0,other,own,1
58,92887,645,2,44042,0.41,13,0,home_improvement,own,0
41,65262,745,25,28589,0.38,11,0,other,mortgage,1
60,55989,550,0,41996,0.44,3,0,home_improvement,own,0
59,122522,582,10,26421,0.59,13,0,other,own,0
41,33609,767,12,12068,0.56,6,0,medical,own,1
30,51157,586,4,4346,0.33,9,0,education,rent,1
58,29189,534,17,37822,0.71,5,1,business,rent,0
24,83811,829,14,49760,0.1,13,0,debt_consolidation,mortgage,1
65,102229,568,17,5200,0.49,14,0,debt_consolidation,rent,0
40,101748,694,14,48259,0.76,5,0,business,mortgage,1
37,90598,685,19,9527,0.46,9,1,education,rent,1
27,55059,455,19,48013,0.39,12,0,education,mortgage,0
24,50868,658,19,11535,0.15,9,0,other,mortgage,1
49,20000,715,6,18944,0.66,6,0,debt_consolidation,rent,0
34,110896,708,16,41290,0.33,5,0,business,own,1
23,71724,752,28,46941,0.58,10,0,other,own,1
44,47701,649,7,5164,0.2,2,0,business,mortgage,1
57,93201,737,27,31022,0.08,11,0,debt_consolidation,rent,1
36,35680,624,12,13438,0.28,8,0,business,mortgage,1
24,70165,567,25,24104,0.26,12,0,business,mortgage,0
44,55684,576,15,5852,0.71,8,1,other,rent,0
54,75966,563,24,7713,0.7,7,0,home_improvement,rent,1
50,58410,760,9,4183,0.45,14,0,home_improvement,rent,1
38,23726,558,28,32354,0.06,8,0,medical,mortgage,1
39,61889,701,13,9032,0.22,3,0,other,rent,1
51,86221,658,30,15275,0.53,3,0,medical,own,1
39,59269,671,5,19793,0.13,2,0,education,rent,1
39,79377,789,19,38066,0.58,1,0,home_improvement,rent,1
42,33861,644,21,19918,0.06,3,0,home_improvement,own,1
44,59343,728,25,6599,0.56,3,0,home_improvement,mortgage,1
65,44387,683,6,33771,0.68,7,0,home_improvement,mortgage,0
32,78674,667,5,14440,0.4,12,0,education,mortgage,0
50,60787,850,26,12289,0.67,10,0,debt_consolidation,mortgage,1
58,77251,564,16,44808,0.64,9,0,education,mortgage,0
51,87192,783,20,47032,0.55,12,0,debt_consolidation,own,0
56,77290,732,23,6161,0.38,1,0,medical,mortgage,1
39,66827,641,30,1964,0.25,8,0,home_improvement,own,1
65,35044,810,7,16942,0.7,1,0,other,own,1
56,59930,532,11,39369,0.54,3,0,other,own,0
50,46672,638,25,15184,0.65,4,0,debt_consolidation,rent,1
53,51398,583,24,3947,0.46,11,0,education,rent,1
38,50636,712,3,44275,0.18,8,0,debt_consolidation,rent,1
48,35501,590,9,45857,0.78,13,0,business,mortgage,0
31,20000,714,5,7238,0.19,1,0,medical,rent,1
65,43296,665,6,14156,0.73,12,0,medical,rent,0
53,64834,641,20,3411,0.21,2,0,home_improvement,mortgage,1
37,26295,711,30,16674,0.33,11,0,home_improvement,own,1
26,60392,658,26,9308,0.38,5,0,education,rent,1
24,107506,592,7,44171,0.74,6,0,debt_consolidation,mortgage,0
40,85576,850,2,3924,0.72,5,0,business,rent,1
47,101088,641,7,36605,0.67,13,0,medical,own,0
35,69778,502,14,1576,0.33,3,0,debt_consolidation,own,1
26,89187,612,29,15641,0.05,10,1,business,rent,1
34,41900,578,20,9963,0.56,7,0,other,rent,1
31,43891,746,0,25291,0.36,12,0,debt_consolidation,rent,0
59,20000,705,12,42159,0.62,1,0,home_improvement,rent,0
29,89653,711,21,33728,0.65,2,0,other,rent,1
46,98508,650,17,42139,0.38,11,1,other,mortgage,0
36,46170,657,14,19789,0.61,14,0,medical,own,0
25,53651,650,6,40651,0.68,12,0,business,mortgage,0
30,41153,673,30,28899,0.75,9,0,home_improvement,own,1
23,69566,746,14,16658,0.49,14,0,other,mortgage,1
33,88123,706,24,39907,0.63,4,1,education,rent,0
63,20000,720,2,15184,0.42,8,0,education,rent,0
50,70235,719,29,32747,0.08,9,0,home_improvement,own,1
65,53083,750,25,13965,0.17,7,0,business,mortgage,1
26,62834,703,13,11493,0.15,1,1,business,rent,1
37,71474,708,19,27178,0.18,5,0,medical,own,1
65,55294,775,3,34887,0.06,6,0,home_improvement,rent,1
39,57410,626,3,3214,0.69,14,0,education,own,0
62,54653,611,2,9000,0.47,11,1,home_improvement,mortgage,0
55,84257,585,4,9065,0.34,8,0,debt_consolidation,mortgage,1
46,70468,694,24,43871,0.36,10,0,business,rent,1
25,65514,531,30,2085,0.4,13,1,other,rent,0
49,28226,716,10,47332,0.11,8,0,debt_consolidation,own,1
57,50535,671,7,4532,0.26,13,0,education,mortgage,1
40,82466,770,25,18622,0.69,12,0,business,rent,1
41,60942,626,1,5834,0.61,14,1,education,own,0
30,76488,663,27,21197,0.47,9,0,education,own,1
25,104162,769,15,13008,0.41,9,0,education,rent,1
56,85965,790,24,13962,0.24,4,0,medical,mortgage,1
26,62328,625,27,48229,0.4,6,0,education,rent,1
46,47225,694,9,48356,0.5,3,1,education,mortgage,0
24,20000,703,17,9012,0.58,1,1,debt_consolidation,own,0
59,55790,709,6,21166,0.17,13,0,debt_consolidation,mortgage,1
59,51849,658,4,19628,0.66,13,0,debt_consolidation,rent,0
55,69759,782,30,10849,0.31,6,0,business,mortgage,1
21,56152,528,28,42372,0.43,1,0,medical,rent,1
44,51990,646,6,14767,0.51,9,0,business,mortgage,1
56,20000,715,20,16111,0.42,11,0,medical,mortgage,0
26,36500,716,27,40989,0.48,6,0,medical,own,1
61,71916,788,5,41582,0.13,1,0,home_improvement,rent,1
64,102897,775,23,45370,0.37,11,0,other,mortgage,1
51,57561,657,0,46052,0.26,13,0,home_improvement,rent,0
40,68195,783,28,49278,0.11,3,0,home_improvement,mortgage,1
44,83811,622,10,34891,0.19,1,0,medical,rent,1
45,39727,754,12,46289,0.5,2,0,medical,rent,1
56,69170,824,11,22565,0.2,6,0,business,rent,1
41,41487,777,0,36011,0.19,7,1,medical,rent,0
50,81620,688,20,3589,0.46,1,0,education,rent,1
44,63785,653,14,43738,0.73,10,0,education,rent,0
64,67461,557,0,48398,0.64,5,0,medical,mortgage,0
62,40435,704,2,45482,0.73,6,0,education,mortgage,0
50,77675,590,25,10749,0.49,4,0,medical,rent,1
42,112117,616,14,23683,0.36,6,0,home_improvement,rent,1
48,34802,584,8,5501,0.6,5,0,medical,mortgage,1
27,51506,643,13,24423,0.25,13,0,home_improvement,rent,0
55,65790,677,28,20157,0.11,13,0,debt_consolidation,mortgage,1
48,79660,701,22,20169,0.31,11,1,education,own,1
34,46011,631,27,24324,0.27,7,0,debt_consolidation,mortgage,1
30,20000,765,21,2706,0.56,13,0,education,own,1
36,93979,663,23,29219,0.46,4,0,other,mortgage,1
36,79012,616,7,42334,0.15,1,0,other,rent,1
51,20000,698,21,2612,0.73,2,0,other,rent,1
62,44810,837,3,17838,0.5,6,0,debt_consolidation,rent,1
45,99204,706,19,38065,0.39,14,0,other,own,1
33,96194,650,19,31427,0.75,13,1,medical,own,0
26,83466,557,5,16546,0.12,10,0,other,mortgage,1
64,55597,662,0,49735,0.64,13,0,debt_consolidation,rent,0
29,62074,698,27,10045,0.32,11,0,education,own,1
65,56726,648,17,26299,0.57,2,0,business,rent,1
56,88205,546,5,2391,0.75,13,1,education,mortgage,0
63,38103,611,29,44347,0.44,5,0,business,mortgage,0
40,39855,796,13,42221,0.07,12,0,medical,mortgage,0
38,85256,794,10,41776,0.07,4,1,education,mortgage,0
63,58890,609,16,33667,0.3,7,0,debt_consolidation,mortgage,1
41,94461,733,8,16948,0.64,4,0,medical,mortgage,1
24,43212,585,27,26118,0.27,7,1,education,rent,0
53,58630,792,21,39193,0.3,11,0,medical,rent,1
47,36939,699,6,15157,0.64,8,0,business,own,1
27,60184,755,13,18021,0.14,7,0,medical,mortgage,1
26,23036,542,27,9356,0.69,2,0,debt_consolidation,own,1
35,47809,734,16,36573,0.25,11,0,education,rent,1
38,24093,679,7,49215,0.09,1,0,business,mortgage,1
52,77348,748,27,2223,0.14,5,0,medical,rent,1
31,77914,753,15,37110,0.76,13,0,home_improvement,mortgage,0
40,20000,685,11,25626,0.39,13,0,business,mortgage,0
44,93347,631,11,31917,0.24,12,1,business,mortgage,0
35,122435,742,27,22526,0.44,13,0,debt_consolidation,mortgage,1
27,61150,675,27,9856,0.56,7,0,debt_consolidation,mortgage,1
41,43972,610,4,39829,0.29,12,0,medical,mortgage,0
62,130608,606,4,14532,0.59,1,0,home_improvement,own,1
46,27025,561,13,21745,0.24,11,0,business,mortgage,0
64,60502,639,5,21336,0.13,8,0,medical,mortgage,1
34,64490,768,6,31796,0.46,3,0,other,rent,1
57,93628,694,22,28167,0.16,7,0,home_improvement,rent,1
41,68993,637,20,1880,0.76,3,0,medical,rent,1
38,47534,744,16,17818,0.05,4,0,business,own,1
25,36220,613,26,39892,0.62,8,0,medical,rent,0
23,51454,687,8,25488,0.26,14,0,debt_consolidation,mortgage,0
43,34826,665,30,38952,0.68,14,0,debt_consolidation,rent,0
46,61195,742,21,19368,0.1,2,0,education,rent,1
57,45895,553,12,30028,0.76,6,0,home_improvement,rent,0
44,22649,611,8,14223,0.13,10,0,other,own,0
39,91378,548,26,32395,0.64,9,0,business,rent,1
45,47558,659,15,31261,0.44,10,0,home_improvement,rent,0
41,28296,776,3,10984,0.37,9,0,debt_consolidation,mortgage,1
32,55793,639,1,3798,0.26,5,0,other,mortgage,1
61,61709,639,12,8603,0.68,3,0,business,mortgage,1
53,20000,749,12,47051,0.2,6,0,education,own,1
24,68291,765,18,12704,0.59,12,0,debt_consolidation,mortgage,1
62,33821,672,11,47088,0.38,9,0,debt_consolidation,mortgage,0
27,102775,734,3,35261,0.8,6,0,other,mortgage,1
42,73099,593,9,16707,0.51,4,0,home_improvement,rent,1
53,50002,790,15,19009,0.13,12,0,medical,rent,1
37,41370,850,27,19231,0.36,11,0,home_improvement,rent,1
44,57375,721,23,4246,0.1,13,0,debt_consolidation,mortgage,1
54,75319,513,18,30825,0.26,5,0,home_improvement,mortgage,1
48,59362,635,7,16925,0.31,7,0,medical,own,1
63,54571,729,5,2316,0.69,10,0,education,own,1
61,61459,646,3,19334,0.68,14,0,business,mortgage,0
59,44903,781,29,32072,0.06,13,1,debt_consolidation,mortgage,0
42,51419,727,6,3026,0.45,3,0,home_improvement,mortgage,1
37,20000,623,30,2547,0.22,14,0,debt_consolidation,mortgage,1
54,84343,682,13,16289,0.29,12,0,business,rent,1
26,67469,608,26,37546,0.07,9,1,home_improvement,own,0
26,40663,665,12,49886,0.61,1,1,education,mortgage,0
54,107468,635,20,40279,0.76,8,0,business,mortgage,1
21,62175,773,4,23169,0.21,5,1,medical,mortgage,1
30,34096,849,8,41525,0.31,10,0,medical,rent,1
41,81418,565,28,21107,0.2,9,0,debt_consolidation,rent,1
25,69951,526,2,35291,0.75,2,1,medical,rent,0
22,69864,660,9,28279,0.06,1,1,home_improvement,own,0
42,49356,558,14,19356,0.49,10,0,medical,own,0
22,71262,683,19,46488,0.7,7,1,education,mortgage,0
30,53456,739,20,31043,0.19,10,0,other,mortgage,1
54,73898,799,16,47342,0.49,12,0,home_improvement,rent,0
36,20000,696,22,30966,0.09,11,1,other,rent,0
59,49153,664,23,13795,0.66,9,1,debt_consolidation,mortgage,0
42,103053,521,30,18000,0.26,14,0,debt_consolidation,own,0
32,40823,682,5,21899,0.79,5,0,medical,mortgage,0
44,44904,685,24,22575,0.74,11,0,medical,own,0
60,48800,731,2,23158,0.6,4,0,debt_consolidation,rent,0
58,29629,623,17,49630,0.42,4,0,home_improvement,rent,0
30,20000,645,4,20005,0.62,12,1,business,rent,0
55,54235,561,12,46201,0.15,13,0,debt_consolidation,rent,0
52,63396,496,24,19477,0.28,8,0,education,mortgage,1
27,58687,591,26,20560,0.07,1,1,home_improvement,mortgage,1
41,56378,554,0,26708,0.53,1,0,business,mortgage,0
40,61076,706,16,41252,0.65,8,0,business,mortgage,1
46,85571,638,25,46176,0.76,2,0,home_improvement,own,1
24,55238,636,2,20954,0.56,10,0,debt_consolidation,own,0
42,45647,601,25,31635,0.6,6,0,business,mortgage,1
35,52971,421,18,19530,0.72,2,0,education,rent,0
60,74483,800,20,1705,0.75,5,0,other,mortgage,1
41,95300,599,19,47293,0.42,3,0,home_improvement,own,1
35,44296,647,21,37580,0.13,7,0,medical,mortgage,1
42,62473,563,11,28046,0.4,9,0,other,mortgage,0
48,68458,757,7,45420,0.47,2,0,debt_consolidation,own,1
34,35185,691,7,21152,0.52,7,0,home_improvement,rent,1
47,60510,613,14,32855,0.79,13,0,education,own,0
61,23358,648,10,3319,0.74,13,0,other,own,1
60,20000,814,19,9163,0.35,8,0,other,mortgage,1
48,69168,674,0,22605,0.14,14,0,business,rent,0
46,50403,665,28,1209,0.21,10,0,debt_consolidation,own,1
22,65057,604,15,5834,0.18,8,0,debt_consolidation,mortgage,1
45,59552,528,29,32512,0.32,7,0,home_improvement,mortgage,1
23,35589,667,13,13446,0.71,14,1,home_improvement,rent,0
28,58868,706,6,4962,0.38,12,0,education,mortgage,1
64,29172,767,5,14028,0.48,4,0,medical,rent,1
53,94774,500,20,22903,0.18,4,0,home_improvement,mortgage,1
62,26100,589,3,12717,0.42,10,0,other,rent,0
55,55105,633,21,38562,0.71,13,0,home_improvement,mortgage,0
26,33943,679,7,31545,0.63,13,0,home_improvement,mortgage,0
59,74260,668,21,49997,0.11,9,1,education,rent,0
43,51714,670,18,36212,0.7,12,0,business,rent,0
45,47033,712,24,44543,0.26,10,0,medical,rent,1
63,81330,607,2,42100,0.55,9,0,education,mortgage,0
39,60735,754,3,36375,0.16,5,1,home_improvement,mortgage,0
25,72916,714,12,21320,0.56,7,0,business,mortgage,1
31,35466,654,20,20301,0.08,7,0,home_improvement,mortgage,1
32,24879,808,26,19181,0.5,9,0,education,mortgage,1
30,62680,804,1,10168,0.53,12,0,debt_consolidation,mortgage,1
28,52028,754,10,3573,0.23,7,0,home_improvement,mortgage,1
44,75660,438,15,19973,0.75,8,0,business,rent,0
48,58002,806,9,37051,0.08,7,0,medical,mortgage,1
61,65126,743,14,43759,0.72,11,0,debt_consolidation,rent,0
56,20000,840,26,21801,0.34,4,0,home_improvement,mortgage,1
57,107210,778,9,29644,0.59,12,1,home_improvement,rent,0
41,55893,806,1,28523,0.54,2,0,business,rent,1
28,77439,750,5,34481,0.18,3,0,debt_consolidation,rent,1
29,39097,787,30,19807,0.29,7,0,debt_consolidation,mortgage,1
35,67700,839,13,2890,0.45,14,0,debt_consolidation,rent,1
60,27428,697,1,20951,0.68,11,0,home_improvement,mortgage,0
38,71301,554,9,6375,0.77,11,0,debt_consolidation,rent,0
62,51100,655,16,32305,0.07,13,0,home_improvement,rent,0
40,60729,711,7,16579,0.31,9,0,home_improvement,rent,1
26,77449,685,25,10870,0.55,13,1,other,rent,0
32,29186,580,15,19531,0.45,14,0,debt_consolidation,own,0
22,42887,549,13,10109,0.76,11,0,education,rent,0
27,71433,620,9,27842,0.06,2,0,medical,rent,1
36,112455,744,12,11716,0.38,14,0,medical,rent,1
23,56547,806,0,19190,0.55,7,0,education,rent,1
65,74778,753,9,49585,0.21,4,1,debt_consolidation,mortgage,0
23,57325,764,29,37819,0.59,7,0,home_improvement,own,1
47,108556,673,21,33433,0.11,12,0,business,rent,1
63,20000,540,11,42519,0.39,5,0,education,rent,0
60,62365,643,29,26204,0.56,7,0,medical,own,1
58,20000,659,16,47408,0.25,6,0,medical,rent,1
53,20000,640,23,43871,0.11,13,0,home_improvement,mortgage,0
48,67436,684,13,37530,0.77,2,0,medical,mortgage,1
21,63487,715,4,45511,0.74,12,0,medical,rent,0
28,52879,748,18,27384,0.74,7,1,home_improvement,rent,0
57,57345,657,4,11087,0.78,5,0,debt_consolidation,rent,1
52,137457,527,14,13122,0.19,9,0,other,own,1
63,53545,641,12,31898,0.17,13,0,medical,rent,0
57,72753,683,16,16841,0.08,13,1,other,own,0
24,43765,777,0,26582,0.72,11,0,other,mortgage,0
50,67380,634,27,11042,0.61,1,0,debt_consolidation,rent,1
26,54044,721,13,27505,0.52,1,0,business,rent,1
39,49737,703,3,24294,0.75,2,0,debt_consolidation,mortgage,0
52,105472,683,24,7173,0.48,8,0,home_improvement,rent,1
29,89429,754,29,19516,0.15,11,0,home_improvement,rent,1
32,63418,627,8,7932,0.18,9,0,home_improvement,mortgage,1
31,20000,633,16,18909,0.15,11,0,medical,rent,0
36,50974,679,2,31241,0.28,11,0,education,mortgage,0
21,127575,628,12,17712,0.33,12,0,medical,rent,1
65,54233,720,11,3657,0.65,7,0,debt_consolidation,own,1
41,87580,622,15,30105,0.19,1,0,business,mortgage,1
50,96048,698,3,42547,0.59,12,0,business,rent,0
33,65474,671,17,31382,0.42,7,0,business,rent,1
54,38954,697,22,23356,0.8,13,0,other,rent,0
24,20000,643,2,20589,0.63,8,1,business,mortgage,0
48,77104,652,16,40601,0.78,7,0,other,mortgage,1
58,39631,687,0,24916,0.31,13,0,education,rent,0
